"geoid","variable","annual_mean"
"01021","soltotal",15.5705407460531
"01021","soltrans",0.688500935832659
"01021","tdmean",11.843142469724
"01021","tmax",23.7120212713877
"01021","tmean",17.4324409166972
"01021","tmin",11.1529952188333
"01021","vpdmax",16.6472649176915
"01021","vpdmin",0.720907382667065
"01023","ppt",125.068785985311
"01023","solclear",22.3402296702067
"01023","solslope",15.7189942995707
"01023","soltotal",15.7200412750244
"01023","soltrans",0.69263868033886
"01023","tdmean",12.5616354942322
"01023","tmax",24.7404193878174
"01023","tmean",18.0901203155518
"01023","tmin",11.4399553438028
"01023","vpdmax",17.7552088101705
"01023","vpdmin",0.565126322209835
"01025","ppt",125.573918024699
"01025","solclear",22.4161774317424
"01025","solslope",15.9461805820465
"01025","soltotal",15.9453759988149
"01025","soltrans",0.70200968782107
"01025","tdmean",12.7640137473742
"01025","tmax",24.8846461772919
"01025","tmean",18.3040691216787
"01025","tmin",11.7236261467139
"01025","vpdmax",17.6946305433909
"01025","vpdmin",0.576305963099003
"01027","ppt",121.555897394816
"01027","solclear",22.239047686259
"01027","solslope",15.3647663195928
"01027","soltotal",15.3655542532603
"01027","soltrans",0.680747951070468
"01027","tdmean",11.0091501027346
"01027","tmax",22.6516160170237
"01027","tmean",16.2662489414215
"01027","tmin",9.8810172698771
"01027","vpdmax",15.3676707347234
"01027","vpdmin",0.395172640681267
"01029","ppt",117.531090418498
"01029","solclear",22.1520371437073
"01029","solslope",14.9920172293981
"01029","soltotal",15.0021654764811
"01029","soltrans",0.667629281679789
"01029","tdmean",10.6777742331227
"01029","tmax",22.1220684051514
"01029","tmean",15.8439078728358
"01029","tmin",9.56588129947583
"01029","vpdmax",14.7281395196915
"01029","vpdmin",0.399274068574111
"01031","ppt",123.430082321167
"01031","solclear",22.54354429245
"01031","solslope",16.0946804682414
"01031","soltotal",16.0932268301646
"01031","soltrans",0.706108719110489
"01031","tdmean",13.3433756828308
"01031","tmax",25.1804582277934
"01031","tmean",18.9255917867025
"01031","tmin",12.6708578864733
"01031","vpdmax",18.0662945111593
"01031","vpdmin",0.72010961920023
"01033","ppt",124.771633783976
"01033","solclear",21.8170822461446
"01033","solslope",15.0304174820582
"01033","soltotal",15.0429190397263
"01033","soltrans",0.675206104914347
"01033","tdmean",10.6277696968367
"01033","tmax",22.113561073939
"01033","tmean",15.9767797787984
"01033","tmin",9.84013073643049
"01033","vpdmax",15.4255357583364
"01033","vpdmin",0.698469099899133
"01035","ppt",129.886567433675
"01035","solclear",22.5067436695099
"01035","solslope",16.1282898585002
"01035","soltotal",16.1251902580261
"01035","soltrans",0.709518154462179
"01035","tdmean",13.137363811334
"01035","tmax",25.0098597208659
"01035","tmean",18.596364180247
"01035","tmin",12.1830025712649
"01035","vpdmax",17.7129048506419
"01035","vpdmin",0.612172096967697
"01037","ppt",118.610596338908
"01037","solclear",22.2474904060364
"01037","solslope",15.6304953893026
"01037","soltotal",15.6261841058731
"01037","soltrans",0.691012372573217
"01037","tdmean",11.6756100654602
"01037","tmax",23.5790883700053
"01037","tmean",17.2004322210948
"01037","tmin",10.8219111015399
"01037","vpdmax",16.5159930785497
"01037","vpdmin",0.640671332677205
"01039","ppt",127.216028213501
"01039","solclear",22.5553448994954
"01039","solslope",16.06902607282
"01039","soltotal",16.0691465536753
"01039","soltrans",0.705679987867673
"01039","tdmean",13.3521691560745
"01039","tmax",25.5795373121897
"01039","tmean",19.0308753649394
"01039","tmin",12.4823455413183
"01039","vpdmax",18.9722805023193
"01039","vpdmin",0.674658445020517
"01041","ppt",120.780588150024
"01041","solclear",22.4740833441416
"01041","solslope",16.015195051829
"01041","soltotal",16.0146453380585
"01041","soltrans",0.70456467072169
"01041","tdmean",12.6879753867785
"01041","tmax",24.8535946210225
"01041","tmean",18.3793910344442
"01041","tmin",11.9053215384483
"01041","vpdmax",18.2124064763387
"01041","vpdmin",0.709208386639754
"01043","ppt",126.011473337809
"01043","solclear",21.9808296362559
"01043","solslope",15.2050961256027
"01043","soltotal",15.1936941146851
"01043","soltrans",0.679029981295268
"01043","tdmean",10.384880464524
"01043","tmax",22.1035988330841
"01043","tmean",15.824901620547
"01043","tmin",9.54633714258671
"01043","vpdmax",15.261479417483
"01043","vpdmin",0.571320310235023
"01045","ppt",119.765829722087
"01045","solclear",22.54789686203
"01045","solslope",16.1761249701182
"01045","soltotal",16.173743168513
"01045","soltrans",0.709367200732231
"01045","tdmean",13.3755389849345
"01045","tmax",25.1146926879883
"01045","tmean",18.9787130355835
"01045","tmin",12.8428671360016
"01045","vpdmax",17.8939180374146
"01045","vpdmin",0.822332017123699
"01047","ppt",118.038317362467
"01047","solclear",22.2795497576396
"01047","solslope",15.8238196372986
"01047","soltotal",15.8248227437337
"01047","soltrans",0.699578767021497
"01047","tdmean",12.4422839283943
"01047","tmax",24.2902934551239
"01047","tmean",18.0830997228622
"01047","tmin",11.876041362683
"01047","vpdmax",17.1058841546377
"01047","vpdmin",0.837151450415452
"01049","ppt",120.882002512614
"01049","solclear",21.9972786108653
"01049","solslope",15.0494750738144
"01049","soltotal",15.0513557990392
"01049","soltrans",0.67085654536883
"01049","tdmean",10.0733755479256
"01049","tmax",20.9028771718343
"01049","tmean",14.9037801822027
"01049","tmin",8.9048161332806
"01049","vpdmax",13.7289998133977
"01049","vpdmin",0.567441885670026
"01051","ppt",115.273449579875
"01051","solclear",22.2706720034281
"01051","solslope",15.7786992788315
"01051","soltotal",15.7693432966868
"01051","soltrans",0.697703247268995
"01051","tdmean",12.2313532630603
"01051","tmax",24.193771203359
"01051","tmean",17.9448374112447
"01051","tmin",11.6960383057594
"01051","vpdmax",17.2758322556814
"01051","vpdmin",0.833874844014645
"01053","ppt",138.214520136515
"01053","solclear",22.5565517743429
"01053","solslope",16.1453296343486
"01053","soltotal",16.1461229324341
"01053","soltrans",0.709405303001404
"01053","tdmean",13.3841404120127
"01053","tmax",25.2540767192841
"01053","tmean",18.8370660940806
"01053","tmin",12.4201899965604
"01053","vpdmax",17.755846341451
"01053","vpdmin",0.57336600124836
"01055","ppt",119.567701339722
"01055","solclear",21.9887561798096
"01055","solslope",15.2671794096629
"01055","soltotal",15.2692939043045
"01055","soltrans",0.681259651978811
"01055","tdmean",10.5960571145018
"01055","tmax",22.2799713611603
"01055","tmean",16.146365125974
"01055","tmin",10.0128916402658
"01055","vpdmax",15.4214791854223
"01055","vpdmin",0.765223771333694
"01057","ppt",126.597842534383
"01057","solclear",22.0173761049906
"01057","solslope",15.509978055954
"01057","soltotal",15.5084309577942
"01057","soltrans",0.68915859858195
"01057","tdmean",10.8860691835483
"01057","tmax",23.0870463053385
"01057","tmean",16.4627696275711
"01057","tmin",9.83862588306268
"01057","vpdmax",16.5390501817067
"01057","vpdmin",0.495110931495825
"01059","ppt",128.49315961202
"01059","solclear",21.9183326562246
"01059","solslope",15.1500118176142
"01059","soltotal",15.1550319194794
"01059","soltrans",0.678290118773778
"01059","tdmean",10.6284945358833
"01059","tmax",22.025245587031
"01059","tmean",15.8962924480438
"01059","tmin",9.767472093304
"01059","vpdmax",15.033350944519
"01059","vpdmin",0.568918876349926
"01061","ppt",125.263776143392
"01061","solclear",22.5978027979533
"01061","solslope",16.1312274932861
"01061","soltotal",16.1291077136993
"01061","soltrans",0.707246780395508
"01061","tdmean",13.4017647902171
"01061","tmax",25.4123994509379
"01061","tmean",18.9786769549052
"01061","tmin",12.5450865030289
"01061","vpdmax",18.4428679943085
"01061","vpdmin",0.612431685129801
"01063","ppt",119.060743967692
"01063","solclear",22.1486466725667
"01063","solslope",15.6310909589132
"01063","soltotal",15.6305339336395
"01063","soltrans",0.693460702896118
"01063","tdmean",12.1773648262024
"01063","tmax",24.0224885145823
"01063","tmean",17.7441605726878
"01063","tmin",11.4659675955772
"01063","vpdmax",16.9487397670746
"01063","vpdmin",0.769438343743483
"01065","ppt",117.626761754354
"01065","solclear",22.1757442951202
"01065","solslope",15.6101542711258
"01065","soltotal",15.6113796234131
"01065","soltrans",0.69177420437336
"01065","tdmean",12.1655437747637
"01065","tmax",24.1711968580882
"01065","tmean",17.8592267433802
"01065","tmin",11.547391106685
"01065","vpdmax",17.2808089256287
"01065","vpdmin",0.801512777805328
"01067","ppt",115.191163380941
"01067","solclear",22.5362633069356
"01067","solslope",16.2222146987915
"01067","soltotal",16.2219234307607
"01067","soltrans",0.711880122621854
"01067","tdmean",13.2456564903259
"01067","tmax",25.0936613877614
"01067","tmean",18.9075659116109
"01067","tmin",12.7216037710508
"01067","vpdmax",18.0575069586436
"01067","vpdmin",0.783200792968273
"01069","ppt",117.836141586304
"01069","solclear",22.6030850410461
"01069","solslope",16.259828488032
"01069","soltotal",16.2583991686503
"01069","soltrans",0.712361122171084
"01069","tdmean",13.7589656114578
"01069","tmax",25.5958112080892
"01069","tmean",19.4305763244629
"01069","tmin",13.2654751936595
"01069","vpdmax",18.4504283269246
"01069","vpdmin",0.809845152000586
"01071","ppt",123.687770207723
"01071","solclear",21.8255043029785
"01071","solslope",14.9265393416087
"01071","soltotal",14.9550317923228
"01071","soltrans",0.671946858366331
"01071","tdmean",9.89685626327991
"01071","tmax",21.0515011151632
"01071","tmean",15.0924702684085
"01071","tmin",9.13357292488217
"01071","vpdmax",14.1808870236079
"01071","vpdmin",0.630977513889472
"01073","ppt",122.650191624959
"01073","solclear",22.0730173587799
"01073","solslope",15.2045876979828
"01073","soltotal",15.2085220813751
"01073","soltrans",0.676377023259799
"01073","tdmean",11.4167195359866
"01073","tmax",23.306244134903
"01073","tmean",17.1888183752696
"01073","tmin",11.0715267856916
"01073","vpdmax",16.3700975577037
"01073","vpdmin",0.973875467975934
"01075","ppt",125.983298619588
"01075","solclear",21.9883031845093
"01075","solslope",15.6249919335047
"01075","soltotal",15.6249527533849
"01075","soltrans",0.695156892140706
"01075","tdmean",11.1946060160796
"01075","tmax",23.2394201755524
"01075","tmean",16.6900194088618
"01075","tmin",10.1407506838441
"01075","vpdmax",16.6326667467753
"01075","vpdmin",0.51584525903066
"01077","ppt",124.742592493693
"01077","solclear",21.7790805498759
"01077","solslope",14.9776529868444
"01077","soltotal",14.9662795066833
"01077","soltrans",0.672502557436625
"01077","tdmean",10.375154207771
"01077","tmax",21.8973256746928
"01077","tmean",15.7290903727214
"01077","tmin",9.56098837157091
"01077","vpdmax",15.2291922569275
"01077","vpdmin",0.626805466910203
"01079","ppt",125.921772003174
"01079","solclear",21.8769179185232
"01079","solslope",15.0149491230647
"01079","soltotal",15.022119641304
"01079","soltrans",0.673585037390391
"01079","tdmean",10.6131331423918
"01079","tmax",21.9825157324473
"01079","tmean",15.9692521890004
"01079","tmin",9.95612179239591
"01079","vpdmax",15.0217182636261
"01079","vpdmin",0.680941358208656
"01081","ppt",114.142543792725
"01081","solclear",22.3161665598551
"01081","solslope",15.7900151809057
"01081","soltotal",15.7815849781036
"01081","soltrans",0.696975981195768
"01081","tdmean",11.8916886250178
"01081","tmax",23.7967058022817
"01081","tmean",17.5935337146123
"01081","tmin",11.39049594601
"01081","vpdmax",16.8274037837982
"01081","vpdmin",0.908316753804684
"01083","ppt",121.838570912679
"01083","solclear",21.8099471728007
"01083","solslope",14.9799833695094
"01083","soltotal",14.9763817389806
"01083","soltrans",0.672805830836296
"01083","tdmean",10.3916275886198
"01083","tmax",21.8053437074025
"01083","tmean",15.8144242763519
"01083","tmin",9.8236375451088
"01083","vpdmax",14.9726279179255
"01083","vpdmin",0.734288501242797
"01085","ppt",116.702922821045
"01085","solclear",22.3441650867462
"01085","solslope",15.8183917999268
"01085","soltotal",15.825426419576
"01085","soltrans",0.69859013458093
"01085","tdmean",12.6837748090426
"01085","tmax",24.4929605325063
"01085","tmean",18.3485171794891
"01085","tmin",12.2042076587677
"01085","vpdmax",17.4625955422719
"01085","vpdmin",0.90920985241731
"01087","ppt",113.353196461995
"01087","solclear",22.3090273539225
"01087","solslope",15.8047694365184
"01087","soltotal",15.8036290804545
"01087","soltrans",0.698670213421186
"01087","tdmean",12.1630157232285
"01087","tmax",24.3496382236481
"01087","tmean",17.9298262993495
"01087","tmin",11.5101488629977
"01087","vpdmax",17.8073949019114
"01087","vpdmin",0.7177424877882
"01089","ppt",120.937447865804
"01089","solclear",21.8178121248881
"01089","solslope",14.9941242138545
"01089","soltotal",14.9985826412837
"01089","soltrans",0.673618927598
"01089","tdmean",10.3002817823241
"01089","tmax",21.4844433466593
"01089","tmean",15.601195414861
"01089","tmin",9.71807967126369
"01089","vpdmax",14.5795860290527
"01089","vpdmin",0.709845118224621
"01091","ppt",120.752449035645
"01091","solclear",22.2849722703298
"01091","solslope",15.7542678117752
"01091","soltotal",15.7570976018906
"01091","soltrans",0.696182509263357
"01091","tdmean",12.3788860440254
"01091","tmax",24.3865793546041
"01091","tmean",17.9516584078471
"01091","tmin",11.5168729821841
"01091","vpdmax",17.3523530960083
"01091","vpdmin",0.673191962142785
"01093","ppt",130.764390945435
"01093","solclear",21.9621875286102
"01093","solslope",15.3897436459859
"01093","soltotal",15.385277112325
"01093","soltrans",0.686474586526553
"01093","tdmean",10.5538232553129
"01093","tmax",22.4982371330261
"01093","tmean",16.0168026685715
"01093","tmin",9.53549956778685
"01093","vpdmax",15.8838419119517
"01093","vpdmin",0.482090724011262
"01095","ppt",120.823261896769
"01095","solclear",21.9430047671
"01095","solslope",15.0064542690913
"01095","soltotal",15.0238595406214
"01095","soltrans",0.671638910969098
"01095","tdmean",10.6486754914125
"01095","tmax",21.6911211013794
"01095","tmean",15.8726579348246
"01095","tmin",10.0543270570536
"01095","vpdmax",14.6091372569402
"01095","vpdmin",0.709528776506583
"01097","ppt",140.792861938477
"01097","solclear",22.6153958638509
"01097","solslope",16.1969746748606
"01097","soltotal",16.1961020628611
"01097","soltrans",0.710038463274638
"01097","tdmean",14.340257803599
"01097","tmax",24.9476997057597
"01097","tmean",19.3575712045034
"01097","tmin",13.7675757010778
"01097","vpdmax",16.1186120510101
"01097","vpdmin",0.703865483403206
"01099","ppt",126.074258804321
"01099","solclear",22.4577716986338
"01099","solslope",16.0707286198934
"01099","soltotal",16.0773577690125
"01099","soltrans",0.708379730582237
"01099","tdmean",12.9037515521049
"01099","tmax",24.8623495896657
"01099","tmean",18.4164366722107
"01099","tmin",11.9706578850746
"01099","vpdmax",17.6325389544169
"01099","vpdmin",0.644197372098764
"01101","ppt",114.061789830526
"01101","solclear",22.3363381226857
"01101","solslope",15.8305826187134
"01101","soltotal",15.8375719388326
"01101","soltrans",0.699540063738823
"01101","tdmean",12.6415013869603
"01101","tmax",24.6722259521484
"01101","tmean",18.4370987415314
"01101","tmin",12.202104985714
"01101","vpdmax",17.999013821284
"01101","vpdmin",0.930099646250407
"01103","ppt",122.697953542074
"01103","solclear",21.8920536835988
"01103","solslope",15.0018628438314
"01103","soltotal",15.0202790101369
"01103","soltrans",0.673024326562881
"01103","tdmean",10.5722059607506
"01103","tmax",21.9489051500956
"01103","tmean",15.9435263872147
"01103","tmin",9.93828161805868
"01103","vpdmax",14.9889558553696
"01103","vpdmin",0.674619416395823
"01105","ppt",117.675048828125
"01105","solclear",22.2237923145294
"01105","solslope",15.6568679014842
"01105","soltotal",15.6544270912806
"01105","soltrans",0.692963441212972
"01105","tdmean",12.1458098491033
"01105","tmax",24.115417321523
"01105","tmean",17.8005054791768
"01105","tmin",11.4857284029325
"01105","vpdmax",17.1167315642039
"01105","vpdmin",0.756306849420071
"01107","ppt",120.294441858927
"01107","solclear",22.0755959351857
"01107","solslope",15.5783921082815
"01107","soltotal",15.5754108428955
"01107","soltrans",0.692232375343641
"01107","tdmean",11.8832719624043
"01107","tmax",23.6568903923035
"01107","tmean",17.3599718809128
"01107","tmin",11.0631881157557
"01107","vpdmax",16.6777915159861
"01107","vpdmin",0.693645151952902
"01109","ppt",117.350612004598
"01109","solclear",22.4720689455668
"01109","solslope",15.9173661073049
"01109","soltotal",15.9158302942912
"01109","soltrans",0.699546441435814
"01109","tdmean",12.7034259239833
"01109","tmax",24.621665875117
"01109","tmean",18.3349668184916
"01109","tmin",12.0484023292859
"01109","vpdmax",17.5924894014994
"01109","vpdmin",0.730341094235579
"01111","ppt",116.434787750244
"01111","solclear",22.2307268778483
"01111","solslope",15.491104165713
"01111","soltotal",15.4847867091497
"01111","soltrans",0.686540340383848
"01111","tdmean",10.9165634314219
"01111","tmax",22.670512119929
"01111","tmean",16.2139826218287
"01111","tmin",9.75758747756481
"01111","vpdmax",15.5240482091904
"01111","vpdmin",0.330251427988211
"01113","ppt",110.985637664795
"01113","solclear",22.3317027886709
"01113","solslope",15.7110373179118
"01113","soltotal",15.7080052693685
"01113","soltrans",0.693536803126335
"01113","tdmean",12.1283584435781
"01113","tmax",24.5998036066691
"01113","tmean",18.0567343235016
"01113","tmin",11.5138006905715
"01113","vpdmax",18.2632206281026
"01113","vpdmin",0.750514673690001
"01115","ppt",121.76468149821
"01115","solclear",22.0514599482218
"01115","solslope",15.2026363611221
"01115","soltotal",15.1993342638016
"01115","soltrans",0.677011410395304
"01115","tdmean",11.0515900552273
"01115","tmax",22.8351515134176
"01115","tmean",16.5596888860067
"01115","tmin",10.2843604643519
"01115","vpdmax",15.8362912336985
"01115","vpdmin",0.672208974758784
"01117","ppt",120.41171391805
"01117","solclear",22.1347372531891
"01117","solslope",15.3045398394267
"01117","soltotal",15.3052263657252
"01117","soltrans",0.678925752639771
"01117","tdmean",11.6227944592635
"01117","tmax",23.6185135046641
"01117","tmean",17.3653972943624
"01117","tmin",11.1124163369338
"01117","vpdmax",16.6667685906092
"01117","vpdmin",0.835926627119382
"01119","ppt",121.624800364176
"01119","solclear",22.210874636968
"01119","solslope",15.6842094262441
"01119","soltotal",15.6869979302088
"01119","soltrans",0.694716279705366
"01119","tdmean",12.3081437746684
"01119","tmax",24.2038165728251
"01119","tmean",17.7855139970779
"01119","tmin",11.3673455913862
"01119","vpdmax",17.0937728484472
"01119","vpdmin",0.642259486019611
"01121","ppt",119.050860087077
"01121","solclear",22.1256132920583
"01121","solslope",15.1195648113887
"01121","soltotal",15.1327088276545
"01121","soltrans",0.672013516227404
"01121","tdmean",11.2169522245725
"01121","tmax",23.4485457738241
"01121","tmean",16.8169974088669
"01121","tmin",10.1855830003818
"01121","vpdmax",16.8947494029999
"01121","vpdmin",0.485191797216733
"01123","ppt",116.394245147705
"01123","solclear",22.2642028331757
"01123","solslope",15.7708074251811
"01123","soltotal",15.766078710556
"01123","soltrans",0.697326183319092
"01123","tdmean",11.6145037511985
"01123","tmax",23.6720620791117
"01123","tmean",17.1856455802917
"01123","tmin",10.6993626157443
"01123","vpdmax",16.7693638801575
"01123","vpdmin",0.608056570092837
"01125","ppt",119.601388931274
"01125","solclear",22.0877861181895
"01125","solslope",15.5242323478063
"01125","soltotal",15.5235256354014
"01125","soltrans",0.688374603788058
"01125","tdmean",11.7516389787197
"01125","tmax",23.8292122681936
"01125","tmean",17.471430738767
"01125","tmin",11.1137836873531
"01125","vpdmax",17.0532117287318
"01125","vpdmin",0.76271985967954
"01127","ppt",128.036547978719
"01127","solclear",21.9900855223338
"01127","solslope",15.3013895750046
"01127","soltotal",15.3006662130356
"01127","soltrans",0.682004690170288
"01127","tdmean",10.9356135676304
"01127","tmax",23.1644086837769
"01127","tmean",16.5782904624939
"01127","tmin",9.99230526636044
"01127","vpdmax",16.6102529366811
"01127","vpdmin",0.54149184624354
"01129","ppt",131.21928024292
"01129","solclear",22.4582764307658
"01129","solslope",15.9817967414856
"01129","soltotal",15.9831320444743
"01129","soltrans",0.702152738968531
"01129","tdmean",13.1147983868917
"01129","tmax",25.2180315653483
"01129","tmean",18.5821801026662
"01129","tmin",11.9464623530706
"01129","vpdmax",17.9475704828898
"01129","vpdmin",0.504813720782598
"01131","ppt",120.998215357463
"01131","solclear",22.3511947790782
"01131","solslope",15.9086282253265
"01131","soltotal",15.9113534291585
"01131","soltrans",0.702503457665443
"01131","tdmean",12.5272786219915
"01131","tmax",24.5284450848897
"01131","tmean",18.1199677785238
"01131","tmin",11.7116257846355
"01131","vpdmax",17.4944601853689
"01131","vpdmin",0.695450822512309
"01133","ppt",131.320496241252
"01133","solclear",21.9735701084137
"01133","solslope",15.1504609584808
"01133","soltotal",15.146431406339
"01133","soltrans",0.677585656444232
"01133","tdmean",10.5410036109388
"01133","tmax",22.1193823019664
"01133","tmean",15.868664264679
"01133","tmin",9.61807908614477
"01133","vpdmax",15.0947794914246
"01133","vpdmin",0.516769886016846
"02013","ppt",NA
"02013","solclear",NA
"02013","solslope",NA
"02013","soltotal",NA
"02013","soltrans",NA
"02013","tdmean",NA
"02013","tmax",NA
"02013","tmean",NA
"02013","tmin",NA
"02013","vpdmax",NA
"02013","vpdmin",NA
"02016","ppt",NA
"02016","solclear",NA
"02016","solslope",NA
"02016","soltotal",NA
"02016","soltrans",NA
"02016","tdmean",NA
"02016","tmax",NA
"02016","tmean",NA
"02016","tmin",NA
"02016","vpdmax",NA
"02016","vpdmin",NA
"02020","ppt",NA
"02020","solclear",NA
"02020","solslope",NA
"02020","soltotal",NA
"02020","soltrans",NA
"02020","tdmean",NA
"02020","tmax",NA
"02020","tmean",NA
"02020","tmin",NA
"02020","vpdmax",NA
"02020","vpdmin",NA
"02050","ppt",NA
"02050","solclear",NA
"02050","solslope",NA
"02050","soltotal",NA
"02050","soltrans",NA
"02050","tdmean",NA
"02050","tmax",NA
"02050","tmean",NA
"02050","tmin",NA
"02050","vpdmax",NA
"02050","vpdmin",NA
"02060","ppt",NA
"02060","solclear",NA
"02060","solslope",NA
"02060","soltotal",NA
"02060","soltrans",NA
"02060","tdmean",NA
"02060","tmax",NA
"02060","tmean",NA
"02060","tmin",NA
"02060","vpdmax",NA
"02060","vpdmin",NA
"02063","ppt",NA
"02063","solclear",NA
"02063","solslope",NA
"02063","soltotal",NA
"02063","soltrans",NA
"02063","tdmean",NA
"02063","tmax",NA
"02063","tmean",NA
"02063","tmin",NA
"02063","vpdmax",NA
"02063","vpdmin",NA
"02066","ppt",NA
"02066","solclear",NA
"02066","solslope",NA
"02066","soltotal",NA
"02066","soltrans",NA
"02066","tdmean",NA
"02066","tmax",NA
"02066","tmean",NA
"02066","tmin",NA
"02066","vpdmax",NA
"02066","vpdmin",NA
"02068","ppt",NA
"02068","solclear",NA
"02068","solslope",NA
"02068","soltotal",NA
"02068","soltrans",NA
"02068","tdmean",NA
"02068","tmax",NA
"02068","tmean",NA
"02068","tmin",NA
"02068","vpdmax",NA
"02068","vpdmin",NA
"02070","ppt",NA
"02070","solclear",NA
"02070","solslope",NA
"02070","soltotal",NA
"02070","soltrans",NA
"02070","tdmean",NA
"02070","tmax",NA
"02070","tmean",NA
"02070","tmin",NA
"02070","vpdmax",NA
"02070","vpdmin",NA
"02090","ppt",NA
"02090","solclear",NA
"02090","solslope",NA
"02090","soltotal",NA
"02090","soltrans",NA
"02090","tdmean",NA
"02090","tmax",NA
"02090","tmean",NA
"02090","tmin",NA
"02090","vpdmax",NA
"02090","vpdmin",NA
"02100","ppt",NA
"02100","solclear",NA
"02100","solslope",NA
"02100","soltotal",NA
"02100","soltrans",NA
"02100","tdmean",NA
"02100","tmax",NA
"02100","tmean",NA
"02100","tmin",NA
"02100","vpdmax",NA
"02100","vpdmin",NA
"02105","ppt",NA
"02105","solclear",NA
"02105","solslope",NA
"02105","soltotal",NA
"02105","soltrans",NA
"02105","tdmean",NA
"02105","tmax",NA
"02105","tmean",NA
"02105","tmin",NA
"02105","vpdmax",NA
"02105","vpdmin",NA
"02110","ppt",NA
"02110","solclear",NA
"02110","solslope",NA
"02110","soltotal",NA
"02110","soltrans",NA
"02110","tdmean",NA
"02110","tmax",NA
"02110","tmean",NA
"02110","tmin",NA
"02110","vpdmax",NA
"02110","vpdmin",NA
"02122","ppt",NA
"02122","solclear",NA
"02122","solslope",NA
"02122","soltotal",NA
"02122","soltrans",NA
"02122","tdmean",NA
"02122","tmax",NA
"02122","tmean",NA
"02122","tmin",NA
"02122","vpdmax",NA
"02122","vpdmin",NA
"02130","ppt",NA
"02130","solclear",NA
"02130","solslope",NA
